reviews,category_sentiment,category,sentiment,room
"Tempat sih oke, hanya saja bau rokok yg merokok dr bawah bisa masuk ke dalam ruangan kmr atas, sarapan oke, pelayanan oke, hanya bau rokok yg luar biasa saja, not recommended for kids.",service-pos,service,pos,Deluxe
"overall oke, cuma wifi ga connect ",general-pos,general,pos,Deluxe
"overall oke, cuma wifi ga connect ",wifi_P1-neg,wifi_P1,neg,Superior
Sprei bau apek. Bantal bau apek. Selimut ada noda darah. Handuk ada noda darah. Hotel apa tempat jagal?,linen_P1-neg,linen_P1,neg,Double
Sprei bau apek. Bantal bau apek. Selimut ada noda darah. Handuk ada noda darah. Hotel apa tempat jagal?,kebersihan-neg,kebersihan,neg,Suite
"Tidak ada air hangat mandi, kamar kurang bersih",air_panas_P1-neg,air_panas_P1,neg,Suite
"Tidak ada air hangat mandi, kamar kurang bersih",kebersihan-neg,kebersihan,neg,Suite
AC nya kurang dingin.... itu saja selain nya bagus ramah,ac_P1-neg,ac_P1,neg,Single
AC nya kurang dingin.... itu saja selain nya bagus ramah,general-pos,general,pos,Deluxe
kamar bau tdk sedap. kamar mandi apek. penerangan kamar kurang.,bau_P1-neg,bau_P1,neg,Single
"baik, bersih, Air panas tdk aktif",kebersihan-neg,kebersihan,neg,Double
"baik, bersih, Air panas tdk aktif",air_panas_P1-neg,air_panas_P1,neg,Deluxe
terlalu ribut dengan gerbang depan... dan juga disaat checkout tidak ada satupun orang dikantor sehingga membuat saya harus menelpon ke costumer service airy apalagi disuruh nunggu 15 menit sedangkan saya harus buru2 karena ada pertemuan,service-neg,service,neg,Double
"Sangat tenang dan gambar sesuai di aplikasi, hanya krunya gak stand by nolongin angkat koper, jadinya agak sulit turun tangga.",service-neg,service,neg,Deluxe
"Air bau seng, tidak ada sprei, tidak ada sarung bantal, handuk tidak diganti..",linen_P1-neg,linen_P1,neg,Twin
Kamar bersih dan nyaman tetapi kapasitas air panas di heaternya terlalu kecil sehingga ketika kita mandi lama kelamaan akan menjadi air dingin,kebersihan-pos,kebersihan,pos,Double
Kamar bersih dan nyaman tetapi kapasitas air panas di heaternya terlalu kecil sehingga ketika kita mandi lama kelamaan akan menjadi air dingin,air_panas_P1-neg,air_panas_P1,neg,Superior
"Kamarnya bagus, bersih. Tp AC kurang dingin. Air sempat mati, listrik juga sempat mati. ",kebersihan-pos,kebersihan,pos,Double
"Kamarnya bagus, bersih. Tp AC kurang dingin. Air sempat mati, listrik juga sempat mati. ",ac_P1-neg,ac_P1,neg,Double
"Ac lumayan dingin bekerja dengan sangat baik, tv masih tabung tapi berfungsi dgn baik dan channelnya banyak. tempat tidur sudah agak lawas, kelihatannya bersih tapi koq malam2 saya tidur digigit serangga... wifi masih kurang jangkauannya krn dikamar 217 samasekali tdk dapat sinyal. pintu lemari bajunya juga harus diperbaiki",ac_P1-pos,ac_P1,pos,Superior
"Ac lumayan dingin bekerja dengan sangat baik, tv masih tabung tapi berfungsi dgn baik dan channelnya banyak. tempat tidur sudah agak lawas, kelihatannya bersih tapi koq malam2 saya tidur digigit serangga... wifi masih kurang jangkauannya krn dikamar 217 samasekali tdk dapat sinyal. pintu lemari bajunya juga harus diperbaiki",tv_P1-pos,tv_P1,pos,Suite
"Ac lumayan dingin bekerja dengan sangat baik, tv masih tabung tapi berfungsi dgn baik dan channelnya banyak. tempat tidur sudah agak lawas, kelihatannya bersih tapi koq malam2 saya tidur digigit serangga... wifi masih kurang jangkauannya krn dikamar 217 samasekali tdk dapat sinyal. pintu lemari bajunya juga harus diperbaiki",linen_P1-neg,linen_P1,neg,Deluxe
"Ac lumayan dingin bekerja dengan sangat baik, tv masih tabung tapi berfungsi dgn baik dan channelnya banyak. tempat tidur sudah agak lawas, kelihatannya bersih tapi koq malam2 saya tidur digigit serangga... wifi masih kurang jangkauannya krn dikamar 217 samasekali tdk dapat sinyal. pintu lemari bajunya juga harus diperbaiki",kebersihan-neg,kebersihan,neg,Twin
"Ac lumayan dingin bekerja dengan sangat baik, tv masih tabung tapi berfungsi dgn baik dan channelnya banyak. tempat tidur sudah agak lawas, kelihatannya bersih tapi koq malam2 saya tidur digigit serangga... wifi masih kurang jangkauannya krn dikamar 217 samasekali tdk dapat sinyal. pintu lemari bajunya juga harus diperbaiki",wifi_P1-neg,wifi_P1,neg,Deluxe
Air panasnya kepanasan tidak bisa diatur dan air toiletnya kecil banget tapi keseluruhan oke.,air_panas_P1-neg,air_panas_P1,neg,Superior
Air panasnya kepanasan tidak bisa diatur dan air toiletnya kecil banget tapi keseluruhan oke.,general-pos,general,pos,Twin
hot water terlalu panas,air_panas_P1-neg,air_panas_P1,neg,Deluxe
Overall oke. Air panas kurang,general-pos,general,pos,Suite
Overall oke. Air panas kurang,air_panas_P1-neg,air_panas_P1,neg,Twin
ac kurang dingin..,ac_P1-neg,ac_P1,neg,Suite
ga ada sinyal.. wifinya kurang bagus...,wifi_P1-neg,wifi_P1,neg,Single
Dapat kamar yang buruk dan kamar mandinya benar-benar kotor.,kebersihan-neg,kebersihan,neg,Single
"saluran tv lokal aj galengkap, kamar mandi super jorok",tv_P1-neg,tv_P1,neg,Superior
"saluran tv lokal aj galengkap, kamar mandi super jorok",kebersihan-neg,kebersihan,neg,Double
kebersihan kamar mandi supaya diperhatikan,kebersihan-neg,kebersihan,neg,Deluxe
"kamar mandi baunya ga enak, pintunya rusak",bau_P1-neg,bau_P1,neg,Single
"nyaman, cuma ac kurang dingin.",ac_P1-neg,ac_P1,neg,Twin
Apa saya yg apes ya. Atau emang ga benar review nya. Kecewa berat. Wifi ga ada sama sekali. Handuk ga ada lalu sya minta ktnya msih di laundry..  Lalu beberapa saat kmudian datang yg kuning kecoklatan. Trus selimut ga ada..  Aku minta..  Mrka jawab bukan kah sdh ada di dlm??? Aku bingung mrka sblm siapkan kmar apa ga di cek????? Parah,wifi_P1-neg,wifi_P1,neg,Superior
Apa saya yg apes ya. Atau emang ga benar review nya. Kecewa berat. Wifi ga ada sama sekali. Handuk ga ada lalu sya minta ktnya msih di laundry..  Lalu beberapa saat kmudian datang yg kuning kecoklatan. Trus selimut ga ada..  Aku minta..  Mrka jawab bukan kah sdh ada di dlm??? Aku bingung mrka sblm siapkan kmar apa ga di cek????? Parah,linen_P1-neg,linen_P1,neg,Deluxe
"relocate dan up size setelah 2 jam tunggu depan pagar, pencet bel sampai pegel dan sms pic property tanpa ada response pemilik / penjaga tempat, thank you airy",service-neg,service,neg,Superior
"plus : 1. Lokasi hotel strategis 2. pelayanan memuaskan 3. breakfast sangat enak 4. spek hotal lengkap, ada bathtube nya pula 5. airy ngasih cemilan sama minuman, keren! min : 1. wifi mati total 2. tv tidak support liga 1 (opsional, tp ini penting buat saya)  3. ada pintu sambung ke kamar lain",service-pos,service,pos,Suite
"plus : 1. Lokasi hotel strategis 2. pelayanan memuaskan 3. breakfast sangat enak 4. spek hotal lengkap, ada bathtube nya pula 5. airy ngasih cemilan sama minuman, keren! min : 1. wifi mati total 2. tv tidak support liga 1 (opsional, tp ini penting buat saya)  3. ada pintu sambung ke kamar lain",sunrise_meal_P1-pos,sunrise_meal_P1,pos,Double
"plus : 1. Lokasi hotel strategis 2. pelayanan memuaskan 3. breakfast sangat enak 4. spek hotal lengkap, ada bathtube nya pula 5. airy ngasih cemilan sama minuman, keren! min : 1. wifi mati total 2. tv tidak support liga 1 (opsional, tp ini penting buat saya)  3. ada pintu sambung ke kamar lain",linen_P1-neg,linen_P1,neg,Double
"plus : 1. Lokasi hotel strategis 2. pelayanan memuaskan 3. breakfast sangat enak 4. spek hotal lengkap, ada bathtube nya pula 5. airy ngasih cemilan sama minuman, keren! min : 1. wifi mati total 2. tv tidak support liga 1 (opsional, tp ini penting buat saya)  3. ada pintu sambung ke kamar lain",wifi_P1-neg,wifi_P1,neg,Twin
"plus : 1. Lokasi hotel strategis 2. pelayanan memuaskan 3. breakfast sangat enak 4. spek hotal lengkap, ada bathtube nya pula 5. airy ngasih cemilan sama minuman, keren! min : 1. wifi mati total 2. tv tidak support liga 1 (opsional, tp ini penting buat saya)  3. ada pintu sambung ke kamar lain",tv_P1-neg,tv_P1,neg,Deluxe
"pelayanannya kurang, ini mau check out ngak ada orang",service-neg,service,neg,Superior
"Bantal nya tolong diganti kalau ada orang baru, saya sudah req tapi katanya bantal baru tp baunya kayak ud ditidurin orang lain ",linen_P1-neg,linen_P1,neg,Suite
lebih ditingkatkan lagi pelayanannya,service-neg,service,neg,Deluxe
pelayanannya sangat ramah. kebersihan perlu ditingkatkan,service-pos,service,pos,Double
pelayanannya sangat ramah. kebersihan perlu ditingkatkan,kebersihan-neg,kebersihan,neg,Single
"gk ad remot tv nya, dan kipas udara di kamar mandi mati",tv_P1-neg,tv_P1,neg,Double
"AC panas, beda dengan foto",ac_P1-neg,ac_P1,neg,Double
"Overall bagus, tapi hot showernya kog ga ada ? padahal di data comfornya ada tulisannga hot shower lho, but thank you anyway for the voucher, i'll be back",general-pos,general,pos,Double
"Overall bagus, tapi hot showernya kog ga ada ? padahal di data comfornya ada tulisannga hot shower lho, but thank you anyway for the voucher, i'll be back",air_panas_P1-neg,air_panas_P1,neg,Single
Lumayan tapi ac kurang dingin dan kamar mandi agak bau,ac_P1-neg,ac_P1,neg,Single
Lumayan tapi ac kurang dingin dan kamar mandi agak bau,bau_P1-neg,bau_P1,neg,Suite
"nyaman makanan nya enak, sayang wifi kamarnya rusak",sunrise_meal_P1-pos,sunrise_meal_P1,pos,Double
"nyaman makanan nya enak, sayang wifi kamarnya rusak",wifi_P1-neg,wifi_P1,neg,Superior
"Kesan kamar cukup bersih, sayangnya ukurannya sempit. Air panas kadang bisa kadang tidak. ",kebersihan-pos,kebersihan,pos,Suite
"Kesan kamar cukup bersih, sayangnya ukurannya sempit. Air panas kadang bisa kadang tidak. ",air_panas_P1-neg,air_panas_P1,neg,Twin
"wifi mati, mohon di perbaiki",wifi_P1-neg,wifi_P1,neg,Double
"tidak senyaman yg di gambar . kurang bersih , AC gak dingin , pintu kamar mandi udh kayak mw copot , saluran air jg mampet & bnyk rambut . selimut jg gak wangi 😔😟. ",kebersihan-neg,kebersihan,neg,Twin
"tidak senyaman yg di gambar . kurang bersih , AC gak dingin , pintu kamar mandi udh kayak mw copot , saluran air jg mampet & bnyk rambut . selimut jg gak wangi 😔😟. ",ac_P1-neg,ac_P1,neg,Single
"tidak senyaman yg di gambar . kurang bersih , AC gak dingin , pintu kamar mandi udh kayak mw copot , saluran air jg mampet & bnyk rambut . selimut jg gak wangi 😔😟. ",linen_P1-neg,linen_P1,neg,Twin
"Tempatnya di dalam gang dan di belakang bengkel motor, kamarnya pengap dan lembab dalam bangunan yang belum jadi sepenuhnya, sebaiknya sebelum kerja sama perlu dilakukan pengecekan lapangan demi kenyamanan pelanggan",bau_P1-neg,bau_P1,neg,Suite
"Kembalikan duit saya... sya gak jadi cek in dg alasan wajib menunjukan surat nikah... padahal yang menginap saya,kakak dan anaknya.. atau tolong hubingi resepsionis nya untuk lebih jelasnya.",service-neg,service,neg,Twin
"lumayan lah,cuma ac nya itu bunyii jadinya berisik..overall good.thnx airy 👍",ac_P1-neg,ac_P1,neg,Double
"lumayan lah,cuma ac nya itu bunyii jadinya berisik..overall good.thnx airy 👍",general-pos,general,pos,Twin
"Nyaman, bersih, lokasi lumayan jauh berjalan kaki ke stasiun Rawa Besar. Air WC (bukan untuk mandi) agak bau.",kebersihan-pos,kebersihan,pos,Twin
"Mineral water nya kurang,,  minta stock 2 botol kalo bisa ",linen_P1-neg,linen_P1,neg,Deluxe
"Ac,kurang dingin.. Tv,tidak ad sinyal.. Air,keluarnya dikit..",ac_P1-neg,ac_P1,neg,Twin
"Ac,kurang dingin.. Tv,tidak ad sinyal.. Air,keluarnya dikit..",tv_P1-neg,tv_P1,neg,Suite
"Pelayanan nya baik, nyaman juga tempatnya, ac nya kurang dingin🤔",service-pos,service,pos,Double
"Pelayanan nya baik, nyaman juga tempatnya, ac nya kurang dingin🤔",ac_P1-neg,ac_P1,neg,Suite
kamar terasa kotor berdebu dan jarang dibersihkan. flush toilet sering macet.. air wastafel berbau karat.,kebersihan-neg,kebersihan,neg,Single
"mungkin setiap kamar bisa ditaruh pengharum ruangan, karna adanya bau rokok yg tajam.. kasian kalau ada anak2 yg menginap disini,,so far semua layanan, kamar dan services baik semua.. recommended sekali",bau_P1-neg,bau_P1,neg,Twin
"mungkin setiap kamar bisa ditaruh pengharum ruangan, karna adanya bau rokok yg tajam.. kasian kalau ada anak2 yg menginap disini,,so far semua layanan, kamar dan services baik semua.. recommended sekali",service-pos,service,pos,Twin
mantap. cuma pelayanan di tingkat resepsionis hrus ditingkatkan krna sy hampir ga bs check in karena resepsionis tdk mengerti ttg airy room,service-neg,service,neg,Suite
"sdg proses renovasi sehingga terkesan kotor, daerah belakang tdk terawat.",kebersihan-neg,kebersihan,neg,Superior
kesan pertama Resepsionis perlu di training bagaimana melayani costumer dengan baik. tidak mempersulit . masa harus kirim email booking dri airy lagi ke dia...apa tidak bisa liat pesanan dri airy di komputer hotel?,service-neg,service,neg,Deluxe
"resepsionis ramah, makanan bersahabat dengan lidah. kamar 306 kebersihan ok, hanya AC perlu diperbaiki lagi karena ketika hidup lebih dari 6 jam air pembuangan netes ke kamar.",service-pos,service,pos,Suite
"resepsionis ramah, makanan bersahabat dengan lidah. kamar 306 kebersihan ok, hanya AC perlu diperbaiki lagi karena ketika hidup lebih dari 6 jam air pembuangan netes ke kamar.",sunrise_meal_P1-pos,sunrise_meal_P1,pos,Twin
"resepsionis ramah, makanan bersahabat dengan lidah. kamar 306 kebersihan ok, hanya AC perlu diperbaiki lagi karena ketika hidup lebih dari 6 jam air pembuangan netes ke kamar.",kebersihan-pos,kebersihan,pos,Suite
"resepsionis ramah, makanan bersahabat dengan lidah. kamar 306 kebersihan ok, hanya AC perlu diperbaiki lagi karena ketika hidup lebih dari 6 jam air pembuangan netes ke kamar.",ac_P1-neg,ac_P1,neg,Single
Kamar sudah baik tapi wifi tidak sampai kamar,wifi_P1-neg,wifi_P1,neg,Twin
wifi belum sampai ke kamar..,wifi_P1-neg,wifi_P1,neg,Superior
"lumayan.. kamar aga kurang bersih. tv lebar, ada pamanas kopi. sarapan menu standar ",kebersihan-neg,kebersihan,neg,Single
"lumayan.. kamar aga kurang bersih. tv lebar, ada pamanas kopi. sarapan menu standar ",tv_P1-pos,tv_P1,pos,Double
"lumayan.. kamar aga kurang bersih. tv lebar, ada pamanas kopi. sarapan menu standar ",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Double
air panas gak ada.. room kotor... pegawai malas malasan.. perlengkapan mandi gak ada,air_panas_P1-neg,air_panas_P1,neg,Deluxe
air panas gak ada.. room kotor... pegawai malas malasan.. perlengkapan mandi gak ada,kebersihan-neg,kebersihan,neg,Double
air panas gak ada.. room kotor... pegawai malas malasan.. perlengkapan mandi gak ada,service-neg,service,neg,Single
air panas gak ada.. room kotor... pegawai malas malasan.. perlengkapan mandi gak ada,linen_P1-neg,linen_P1,neg,Suite
"Kamar bantal dan selimut kotor, air di kamar mandi tidak jalan (kecil.",kebersihan-neg,kebersihan,neg,Superior
"Kamar bantal dan selimut kotor, air di kamar mandi tidak jalan (kecil.",linen_P1-neg,linen_P1,neg,Twin
️Lokasi di pinggir jalan besar View pantai Good value of money Staff ramah Kamar nyaman Wi-Fi tidak sampai ke kamar No free water,service-pos,service,pos,Deluxe
️Lokasi di pinggir jalan besar View pantai Good value of money Staff ramah Kamar nyaman Wi-Fi tidak sampai ke kamar No free water,wifi_P1-neg,wifi_P1,neg,Superior
️Lokasi di pinggir jalan besar View pantai Good value of money Staff ramah Kamar nyaman Wi-Fi tidak sampai ke kamar No free water,linen_P1-neg,linen_P1,neg,Twin
"kami pesan kamar disini tapi malah diberikan kamar lain tapi untungnya lebih baik. kamar dilengkapi kulkas, pemanas air, shower air panas, dan chanel tv yang sangat bagus. sayangnya balkon bagian belakang agak kotor",air_panas_P1-neg,air_panas_P1,neg,Superior
"kami pesan kamar disini tapi malah diberikan kamar lain tapi untungnya lebih baik. kamar dilengkapi kulkas, pemanas air, shower air panas, dan chanel tv yang sangat bagus. sayangnya balkon bagian belakang agak kotor",linen_P1-pos,linen_P1,pos,Superior
"kami pesan kamar disini tapi malah diberikan kamar lain tapi untungnya lebih baik. kamar dilengkapi kulkas, pemanas air, shower air panas, dan chanel tv yang sangat bagus. sayangnya balkon bagian belakang agak kotor",tv_P1-pos,tv_P1,pos,Twin
"kami pesan kamar disini tapi malah diberikan kamar lain tapi untungnya lebih baik. kamar dilengkapi kulkas, pemanas air, shower air panas, dan chanel tv yang sangat bagus. sayangnya balkon bagian belakang agak kotor",kebersihan-neg,kebersihan,neg,Suite
koneksi wifi ny kurang baik hanya itu saja yang lain okok aja,wifi_P1-neg,wifi_P1,neg,Suite
koneksi wifi ny kurang baik hanya itu saja yang lain okok aja,general-pos,general,pos,Twin
"Kamar bau, sprei tidak diganti. Bad lah pokoknya",bau_P1-neg,bau_P1,neg,Suite
"Kamar bau, sprei tidak diganti. Bad lah pokoknya",linen_P1-neg,linen_P1,neg,Single
"Kamar bau, sprei tidak diganti. Bad lah pokoknya",general-neg,general,neg,Suite
"cuma wifi connection nya aja yg kurang stabil, selebihnya wah",wifi_P1-neg,wifi_P1,neg,Suite
"cuma wifi connection nya aja yg kurang stabil, selebihnya wah",general-pos,general,pos,Superior
"ac nya aja kurang dingin tapi gak jadi masalah, walaupun murah dan bisa irit kantong dana hehehe .terima kasih airyroom",ac_P1-neg,ac_P1,neg,Single
wifinya lemot. ada beberapa serangga kecil di kasurnya yg buat gatal,wifi_P1-neg,wifi_P1,neg,Twin
wifinya lemot. ada beberapa serangga kecil di kasurnya yg buat gatal,kebersihan-neg,kebersihan,neg,Suite
wifinya lemot. ada beberapa serangga kecil di kasurnya yg buat gatal,linen_P1-neg,linen_P1,neg,Suite
Kamarnya besar. Tp kamar mandi bau kecoa,bau_P1-neg,bau_P1,neg,Deluxe
"All is good, but the wifi can't reach my third floor ",-ignored-,,ignored,Twin
over all bagus.. cuma ac nya kurang dingin dan ac nya berisik banget,general-pos,general,pos,Deluxe
over all bagus.. cuma ac nya kurang dingin dan ac nya berisik banget,ac_P1-neg,ac_P1,neg,Double
"Tv yang terkadang ada suara yg mengganggu, masih banyak semut, dan gambarnya goyang2",tv_P1-neg,tv_P1,neg,Twin
kotor sempit banget+bau. fasilitas air panas gak ada.bantal+handuk  cuma disediakan satu.pokok ny kecewa bngt...,kebersihan-neg,kebersihan,neg,Superior
kotor sempit banget+bau. fasilitas air panas gak ada.bantal+handuk  cuma disediakan satu.pokok ny kecewa bngt...,bau_P1-neg,bau_P1,neg,Double
kotor sempit banget+bau. fasilitas air panas gak ada.bantal+handuk  cuma disediakan satu.pokok ny kecewa bngt...,air_panas_P1-neg,air_panas_P1,neg,Suite
kotor sempit banget+bau. fasilitas air panas gak ada.bantal+handuk  cuma disediakan satu.pokok ny kecewa bngt...,linen_P1-neg,linen_P1,neg,Deluxe
kotor sempit banget+bau. fasilitas air panas gak ada.bantal+handuk  cuma disediakan satu.pokok ny kecewa bngt...,general-neg,general,neg,Single
"pelayanan baik,  penerangan temaram, agak bau apek, kamar mandi bersih,  kamarnya diluar ekspektasi ternyata luas",service-neg,service,neg,Suite
"pelayanan baik,  penerangan temaram, agak bau apek, kamar mandi bersih,  kamarnya diluar ekspektasi ternyata luas",bau_P1-neg,bau_P1,neg,Superior
"pelayanan baik,  penerangan temaram, agak bau apek, kamar mandi bersih,  kamarnya diluar ekspektasi ternyata luas",kebersihan-pos,kebersihan,pos,Deluxe
"kamarnya nyaman, bersih, air panas berfungsi baik. pelayanan ramah. sangat memuaskan. ",kebersihan-pos,kebersihan,pos,Deluxe
"kamarnya nyaman, bersih, air panas berfungsi baik. pelayanan ramah. sangat memuaskan. ",air_panas_P1-pos,air_panas_P1,pos,Single
"fasilitas sudah lumayan ,tetapi untuk ac tidak dingin ",ac_P1-neg,ac_P1,neg,Superior
"remot ac tidak berfungsi, sy kedinginan dalam kamar, deposit saya tidak dikembalikan, padahal tidak ada penjelasan sebelumnya kalau merokok dalam ruangan deposit tidak dikembalikan. Didepan hotel juga tidak ada banner airy roomnya, saya kesulitan mencari hotelnya dan nomor telpon resepsionisnya tidak diangkat saat ditelpon akibatnnya saya menunggu",ac_P1-neg,ac_P1,neg,Deluxe
"remot ac tidak berfungsi, sy kedinginan dalam kamar, deposit saya tidak dikembalikan, padahal tidak ada penjelasan sebelumnya kalau merokok dalam ruangan deposit tidak dikembalikan. Didepan hotel juga tidak ada banner airy roomnya, saya kesulitan mencari hotelnya dan nomor telpon resepsionisnya tidak diangkat saat ditelpon akibatnnya saya menunggu",service-neg,service,neg,Twin
Kamar mandi kurang bersih,kebersihan-neg,kebersihan,neg,Superior
"Kamarnya lumayan, cuma lantainya agak kotor terlihat ada debu dan rambut, makanannya lumayan, cuma banyak yang disajikan dalam kondisi sudah dingin. Sesuai dengan harganya.",kebersihan-neg,kebersihan,neg,Double
"Kamarnya lumayan, cuma lantainya agak kotor terlihat ada debu dan rambut, makanannya lumayan, cuma banyak yang disajikan dalam kondisi sudah dingin. Sesuai dengan harganya.",sunrise_meal_P1-pos,sunrise_meal_P1,pos,Superior
"+ Dekat dengan pertokoan dan alun2 kota - AC kurang dingin, Shower tidak bisa digunakan, bad cover perlu diganti (warna putih sudah kelihatan menguning). ",ac_P1-neg,ac_P1,neg,Single
"air hangat tidak berfungsi,tp secara keseluruhan baik.trima kasih banyak atas pelayanannya.",air_panas_P1-neg,air_panas_P1,neg,Double
"air hangat tidak berfungsi,tp secara keseluruhan baik.trima kasih banyak atas pelayanannya.",general-pos,general,pos,Single
Ac nya tidak berasa dingin. Tp overall masih oke. Thanks airy,ac_P1-neg,ac_P1,neg,Superior
Ac nya tidak berasa dingin. Tp overall masih oke. Thanks airy,general-pos,general,pos,Double
"diruangan ada sawang,tv ga berpungsi",kebersihan-neg,kebersihan,neg,Suite
"diruangan ada sawang,tv ga berpungsi",tv_P1-neg,tv_P1,neg,Double
"semua bersih, senang laah.. hanya keset depan kamar mandi gak ada.. ",kebersihan-pos,kebersihan,pos,Suite
"semua bersih, senang laah.. hanya keset depan kamar mandi gak ada.. ",linen_P1-neg,linen_P1,neg,Double
"AC kurang dingin, water heater tidak berfungsi, seprai bernoda,",ac_P1-neg,ac_P1,neg,Double
"AC kurang dingin, water heater tidak berfungsi, seprai bernoda,",air_panas_P1-neg,air_panas_P1,neg,Double
"AC kurang dingin, water heater tidak berfungsi, seprai bernoda,",kebersihan-neg,kebersihan,neg,Twin
"AC kurang dingin, water heater tidak berfungsi, seprai bernoda,",linen_P1-neg,linen_P1,neg,Superior
AC kamar no 5 tidak dingin dan kamar mandi kamar no 7 bocor air menetes dari atas..,ac_P1-neg,ac_P1,neg,Double
AC kamar kurang dingin,ac_P1-neg,ac_P1,neg,Suite
"saya dapat kamar di lantai 4, wifi tidak berfungsi sama sekali. Ventilasi kamar kurang baik, ketika pertama kali masuk langsung diserang hawa panas, perlu waktu 2 jam utk merasakan suhu dingin AC. Tapi overall oke utk short stay. Kamar sangat bersih, kasur nyaman, kamar mandi oke.",wifi_P1-neg,wifi_P1,neg,Single
"saya dapat kamar di lantai 4, wifi tidak berfungsi sama sekali. Ventilasi kamar kurang baik, ketika pertama kali masuk langsung diserang hawa panas, perlu waktu 2 jam utk merasakan suhu dingin AC. Tapi overall oke utk short stay. Kamar sangat bersih, kasur nyaman, kamar mandi oke.",ac_P1-neg,ac_P1,neg,Twin
"saya dapat kamar di lantai 4, wifi tidak berfungsi sama sekali. Ventilasi kamar kurang baik, ketika pertama kali masuk langsung diserang hawa panas, perlu waktu 2 jam utk merasakan suhu dingin AC. Tapi overall oke utk short stay. Kamar sangat bersih, kasur nyaman, kamar mandi oke.",general-pos,general,pos,Twin
"saya dapat kamar di lantai 4, wifi tidak berfungsi sama sekali. Ventilasi kamar kurang baik, ketika pertama kali masuk langsung diserang hawa panas, perlu waktu 2 jam utk merasakan suhu dingin AC. Tapi overall oke utk short stay. Kamar sangat bersih, kasur nyaman, kamar mandi oke.",kebersihan-pos,kebersihan,pos,Double
"saya dapat kamar di lantai 4, wifi tidak berfungsi sama sekali. Ventilasi kamar kurang baik, ketika pertama kali masuk langsung diserang hawa panas, perlu waktu 2 jam utk merasakan suhu dingin AC. Tapi overall oke utk short stay. Kamar sangat bersih, kasur nyaman, kamar mandi oke.",linen_P1-pos,linen_P1,pos,Deluxe
ac nya ga dingin,ac_P1-neg,ac_P1,neg,Suite
lumayan nyaman untuk istirahat. cuma AC kurang dingin. mungkin butuh perawatan lagi yg rutin,ac_P1-neg,ac_P1,neg,Suite
"semuanya sudah baik,kamar bersih,pelayanany ramah.tetapi kmrmandinya agak bauk.. ",general-pos,general,pos,Suite
"semuanya sudah baik,kamar bersih,pelayanany ramah.tetapi kmrmandinya agak bauk.. ",kebersihan-pos,kebersihan,pos,Single
"semuanya sudah baik,kamar bersih,pelayanany ramah.tetapi kmrmandinya agak bauk.. ",service-pos,service,pos,Superior
"semuanya sudah baik,kamar bersih,pelayanany ramah.tetapi kmrmandinya agak bauk.. ",bau_P1-neg,bau_P1,neg,Single
"shower kurang deras, kamar mandi bau, listrik sering jeglek (mati) saat baru masuk kamar",bau_P1-neg,bau_P1,neg,Single
Ac nya saja kurang dingin,ac_P1-neg,ac_P1,neg,Deluxe
TV nyala mati terus. gabisa standby nyala terus,tv_P1-neg,tv_P1,neg,Single
"Kamar mandi kotor, public room juga kotor, karyawan tidak ramah",kebersihan-neg,kebersihan,neg,Deluxe
"Kamar mandi kotor, public room juga kotor, karyawan tidak ramah",service-neg,service,neg,Double
Tipi nya gambar nya jelek...pake Antena biasa bukan receiver.. Kamar Mandi nya agak sedikit bau.. Ac kurang bau.. Tpi pelayanan baik,tv_P1-neg,tv_P1,neg,Deluxe
Tipi nya gambar nya jelek...pake Antena biasa bukan receiver.. Kamar Mandi nya agak sedikit bau.. Ac kurang bau.. Tpi pelayanan baik,bau_P1-neg,bau_P1,neg,Suite
Tipi nya gambar nya jelek...pake Antena biasa bukan receiver.. Kamar Mandi nya agak sedikit bau.. Ac kurang bau.. Tpi pelayanan baik,ac_P1-neg,ac_P1,neg,Twin
Tipi nya gambar nya jelek...pake Antena biasa bukan receiver.. Kamar Mandi nya agak sedikit bau.. Ac kurang bau.. Tpi pelayanan baik,service-pos,service,pos,Deluxe
"air kamar mandi kotor, spalsh untuk wcnya ga keluar, acnya ga dingin, dan air kolam renangnya kotor. kecewa pokoknya :(",-ignored-,,ignored,Superior
AC kamar sering mati sendiri entah kenapa. Tidur jadi tidak nyenyak dan bangun dengan kepala pusinf,ac_P1-neg,ac_P1,neg,Double
one bed ternyata bed 2 digabung jadi satu . Kamar mandi dan kamar kurang bersih . secara keseluruhan oke lah buat singgah bermalam aja .,kebersihan-neg,kebersihan,neg,Single
one bed ternyata bed 2 digabung jadi satu . Kamar mandi dan kamar kurang bersih . secara keseluruhan oke lah buat singgah bermalam aja .,general-pos,general,pos,Double
"lantainya lengket , terlalu banyak cairan lantai disaat ngepel nya",kebersihan-neg,kebersihan,neg,Superior
Wifi cant work so well but overall good service🤙🏻,-ignored-,,ignored,Suite
"sprei dan sarung bantalnya kuning spt udh lama, wkt pertama masuk salah stel ac jadi kmr panas sekali, tempatnya kurang bersih dn gk bisa check in awal hrs nunggu jam 2, tp nasi goreng yg dijual dibawah enak.",linen_P1-neg,linen_P1,neg,Deluxe
"sprei dan sarung bantalnya kuning spt udh lama, wkt pertama masuk salah stel ac jadi kmr panas sekali, tempatnya kurang bersih dn gk bisa check in awal hrs nunggu jam 2, tp nasi goreng yg dijual dibawah enak.",ac_P1-neg,ac_P1,neg,Single
